timestamp,best_bid,best_ask,last_price,volume
1700000112,100.100000,100.240000,100.100000,6
1700000113,100.100000,100.240000,100.100000,6
1700000114,100.080000,100.240000,100.100000,5
1700000115,100.080000,100.240000,100.100000,5
1700000116,100.080000,100.240000,100.100000,5
1700000117,100.080000,100.240000,100.080000,6
1700000118,100.080000,100.240000,100.080000,6
1700000119,100.060000,100.240000,100.060000,5
1700000120,100.060000,100.240000,100.060000,5
1700000121,100.060000,100.240000,100.060000,5
1700000122,100.040000,100.240000,100.040000,5
1700000123,100.040000,100.240000,100.040000,5
1700000124,100.040000,100.050000,100.040000,5
1700000125,100.040000,100.050000,100.040000,5
1700000126,100.040000,100.050000,100.050000,5
1700000126,100.040000,100.340000,100.240000,2
1700000126,100.040000,100.340000,100.240000,2
1700000127,100.040000,100.070000,100.240000,2
1700000127,100.040000,100.070000,100.070000,2
1700000128,100.070000,100.340000,100.070000,3
1700000128,100.070000,100.340000,100.340000,2
1700000129,100.070000,100.090000,100.340000,2
1700000129,100.070000,100.090000,100.070000,2
1700000130,100.070000,100.090000,100.070000,2
1700000131,100.070000,100.090000,100.090000,5
1700000131,100.070000,100.340000,100.340000,2
1700000131,100.070000,100.340000,100.340000,2
1700000132,100.070000,100.110000,100.340000,2
1700000132,100.040000,100.110000,100.040000,2
1700000132,100.040000,100.110000,100.040000,2
1700000133,100.110000,100.340000,100.110000,5
1700000133,100.110000,100.360000,100.340000,2
1700000134,100.110000,100.130000,100.340000,2
1700000134,100.040000,100.130000,100.040000,2
1700000134,100.040000,100.130000,100.040000,2
1700000135,100.040000,100.130000,100.040000,2
1700000136,100.040000,100.130000,100.130000,5
1700000136,100.040000,100.360000,100.360000,2
1700000136,100.040000,100.360000,100.360000,2
1700000137,100.040000,100.150000,100.360000,2
1700000137,100.040000,100.150000,100.040000,2
1700000138,100.150000,100.360000,100.150000,5
1700000138,100.150000,100.380000,100.360000,2
1700000139,100.150000,100.170000,100.360000,2
1700000139,100.030000,100.170000,100.040000,2
1700000139,100.030000,100.170000,100.040000,2
1700000140,100.030000,100.170000,100.040000,2
1700000141,100.030000,100.170000,100.170000,5
1700000141,100.030000,100.380000,100.380000,2
1700000141,100.030000,100.380000,100.380000,2
1700000142,100.030000,100.190000,100.380000,2
1700000142,100.030000,100.190000,100.030000,2
1700000143,100.190000,100.380000,100.190000,5
1700000143,100.190000,100.380000,100.380000,2
1700000144,100.190000,100.210000,100.380000,2
1700000144,100.030000,100.210000,100.030000,2
1700000144,100.030000,100.210000,100.030000,2
1700000145,100.030000,100.210000,100.030000,2
1700000146,100.030000,100.210000,100.210000,5
1700000146,100.030000,100.380000,100.380000,2
1700000146,100.030000,100.380000,100.380000,2
1700000147,100.030000,100.230000,100.380000,2
1700000147,100.030000,100.230000,100.030000,2
1700000148,100.230000,100.380000,100.230000,5
1700000148,100.230000,100.400000,100.400000,2
1700000148,100.230000,100.400000,100.400000,2
1700000149,100.230000,100.250000,100.400000,2
1700000149,100.020000,100.250000,100.030000,2
1700000149,100.020000,100.250000,100.030000,2
1700000150,100.020000,100.250000,100.030000,2
1700000151,100.020000,100.250000,100.250000,5
1700000151,100.020000,100.400000,100.400000,2
1700000151,100.020000,100.400000,100.400000,2
1700000152,100.020000,100.270000,100.400000,2
1700000152,100.020000,100.270000,100.020000,2
1700000153,100.270000,100.400000,100.270000,5
1700000153,100.270000,100.420000,100.420000,2
1700000153,100.270000,100.420000,100.420000,2
1700000154,100.270000,100.290000,100.420000,2
1700000154,100.020000,100.290000,100.020000,2
1700000154,100.020000,100.290000,100.020000,2
1700000155,100.020000,100.290000,100.020000,2
1700000156,100.020000,100.290000,100.290000,5
1700000157,100.020000,100.290000,100.290000,5
1700000157,100.020000,100.290000,100.020000,2
1700000158,100.020000,0.000000,100.310000,6
1700000159,100.020000,100.330000,100.310000,6
1700000159,100.020000,100.330000,100.330000,2
1700000160,100.020000,100.330000,100.330000,2
1700000161,100.280000,100.330000,100.330000,2
1700000161,100.280000,100.330000,100.330000,2
1700000162,100.280000,100.300000,100.330000,2
1700000162,100.280000,100.300000,100.300000,2
1700000163,100.280000,100.300000,100.300000,2
1700000163,100.280000,100.300000,100.280000,2
1700000164,100.240000,100.260000,100.280000,5
1700000164,100.240000,100.260000,100.240000,2
1700000165,100.240000,100.260000,100.240000,2
1700000166,100.240000,100.260000,100.240000,2
1700000166,100.240000,100.260000,100.240000,2
1700000167,100.180000,100.200000,100.240000,4
1700000167,100.180000,100.200000,100.180000,2
1700000168,100.180000,100.200000,100.180000,2
1700000169,100.120000,100.140000,100.180000,7
1700000170,100.120000,100.140000,100.180000,7
1700000171,100.120000,100.140000,100.180000,7
1700000172,100.120000,100.140000,100.120000,8
1700000173,100.120000,100.140000,100.120000,8
1700000174,100.060000,100.140000,100.060000,9
1700000175,100.060000,100.140000,100.060000,9
1700000176,100.060000,100.140000,100.060000,9
1700000177,100.060000,100.070000,100.060000,9
1700000178,100.060000,100.140000,100.070000,8
1700000178,100.060000,100.200000,100.140000,2
1700000179,100.060000,100.130000,100.140000,2
1700000179,100.060000,100.130000,100.130000,2
1700000180,100.060000,100.130000,100.130000,2
1700000181,100.170000,100.200000,100.130000,6
1700000181,100.170000,100.200000,100.200000,2
1700000182,100.170000,100.190000,100.200000,2
1700000182,100.170000,100.190000,100.190000,2
1700000183,100.170000,100.260000,100.200000,7
1700000183,100.170000,100.260000,100.260000,2
1700000184,100.170000,100.250000,100.260000,2
1700000184,100.170000,100.250000,100.250000,2
1700000185,100.170000,100.250000,100.250000,2
1700000186,100.290000,100.300000,100.260000,6
1700000186,100.290000,100.300000,100.300000,2
1700000187,100.290000,100.300000,100.300000,2
1700000187,100.290000,100.300000,100.300000,2
1700000188,100.290000,100.310000,100.310000,6
1700000188,100.290000,100.330000,100.310000,2
1700000189,100.290000,100.330000,100.310000,2
1700000189,100.290000,100.370000,100.330000,2
1700000190,100.290000,100.370000,100.330000,2
1700000191,100.290000,0.000000,100.370000,6
1700000192,100.290000,100.430000,100.370000,6
1700000193,100.290000,100.430000,100.430000,5
1700000194,100.290000,100.430000,100.430000,5
1700000195,100.290000,100.430000,100.430000,5
1700000196,100.420000,100.430000,100.430000,5
1700000197,100.420000,100.430000,100.430000,5
1700000198,100.420000,100.430000,100.430000,5
1700000199,100.360000,100.380000,100.420000,6
1700000199,100.360000,100.380000,100.360000,2
1700000200,100.360000,100.380000,100.360000,2
1700000201,100.360000,100.380000,100.360000,2
1700000201,100.360000,100.380000,100.360000,2
1700000202,100.300000,100.320000,100.360000,3
1700000202,100.300000,100.320000,100.300000,2
1700000203,100.300000,100.320000,100.300000,2
1700000203,100.300000,100.320000,100.300000,2
1700000204,100.240000,100.260000,100.290000,4
1700000204,100.240000,100.260000,100.240000,2
1700000205,100.240000,100.260000,100.240000,2
1700000206,100.240000,100.260000,100.240000,2
1700000206,100.240000,100.260000,100.240000,2
1700000207,100.180000,100.200000,100.240000,4
1700000207,100.180000,100.200000,100.180000,2
1700000208,100.180000,100.200000,100.180000,2
1700000208,100.180000,100.200000,100.180000,2
1700000209,100.120000,100.140000,100.170000,5
1700000209,100.120000,100.140000,100.120000,2
1700000210,100.120000,100.140000,100.120000,2
1700000211,100.120000,100.140000,100.120000,2
1700000211,100.120000,100.140000,100.120000,2
1700000212,100.060000,100.080000,100.120000,5
1700000213,100.060000,100.080000,100.120000,5
1700000214,100.060000,100.080000,100.060000,10
1700000215,100.060000,100.080000,100.060000,10
1700000216,100.080000,100.140000,100.080000,4
1700000217,100.080000,100.100000,100.080000,4
1700000217,100.080000,100.100000,100.100000,2
1700000218,100.080000,100.140000,100.140000,8
1700000218,100.080000,100.200000,100.140000,2
1700000219,100.080000,100.180000,100.140000,2
1700000219,100.080000,100.180000,100.180000,2
1700000220,100.080000,100.180000,100.180000,2
1700000221,100.080000,100.200000,100.200000,7
1700000221,100.080000,100.200000,100.200000,2
1700000222,100.080000,100.200000,100.200000,2
1700000222,100.080000,100.260000,100.260000,2
1700000222,100.080000,100.260000,100.260000,2
1700000223,100.080000,100.260000,100.260000,7
1700000223,100.080000,100.260000,100.260000,2
1700000224,100.080000,100.260000,100.260000,2
1700000224,100.080000,100.320000,100.320000,2
1700000224,100.080000,100.320000,100.320000,2
1700000225,100.080000,100.320000,100.320000,2
1700000226,100.080000,100.340000,100.340000,6
1700000226,100.080000,100.340000,100.340000,2
1700000227,100.080000,100.340000,100.340000,2
1700000227,100.080000,100.380000,100.340000,2
1700000228,100.080000,100.420000,100.420000,5
1700000228,100.080000,100.430000,100.420000,2
1700000229,100.080000,100.430000,100.420000,2
1700000230,100.080000,100.430000,100.420000,2
1700000231,100.430000,100.440000,100.430000,1
1700000232,100.430000,100.440000,100.430000,1
1700000233,100.430000,100.440000,100.430000,1
1700000234,100.370000,100.390000,100.430000,5
1700000235,100.370000,100.390000,100.430000,5
1700000236,100.370000,100.390000,100.430000,5
1700000237,100.310000,100.330000,100.370000,7
1700000237,100.310000,100.330000,100.310000,2
1700000238,100.310000,100.330000,100.310000,2
1700000238,100.310000,100.330000,100.310000,2
1700000239,100.250000,100.270000,100.310000,4
1700000239,100.250000,100.270000,100.250000,2
1700000240,100.250000,100.270000,100.250000,2
1700000241,100.250000,100.270000,100.250000,2
1700000241,100.250000,100.270000,100.250000,2
1700000242,100.190000,100.210000,100.250000,4
1700000242,100.190000,100.210000,100.190000,2
1700000243,100.190000,100.210000,100.190000,2
1700000243,100.190000,100.210000,100.190000,2
1700000244,100.130000,100.150000,100.190000,5
1700000244,100.130000,100.150000,100.130000,2
1700000245,100.130000,100.150000,100.130000,2
1700000246,100.130000,100.150000,100.130000,2
1700000246,100.130000,100.150000,100.130000,2
1700000247,100.080000,100.090000,100.130000,5
1700000247,100.080000,100.090000,100.080000,2
